scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
10k-vus-stepped-spike-get-movies,loom-netty,486707,0,2456,4642,6242,101,101,126,495,824,60.2,100,42.5,47.0,29.4,63.0,4906,95718,18,20,6759,10006,4.10,5.40,8.56,48.3
10k-vus-stepped-spike-get-movies,webflux-netty,476837,0,2419,4387,5072,101,102,314,703,1488,67.1,100,42.3,46.8,28.3,60.8,4553,82351,21,23,6755,10006,4.59,6.69,16.6,59.0
10k-vus-smooth-spike-get-post-movies,platform-tomcat,413994,1808,2372,3871,4903,100,101,110,412,60001,56.1,100,44.5,49.7,33.3,66.8,3818,43575,462,921,5768,10006,8.11,87.8,13.8,149
10k-vus-smooth-spike-get-post-movies,loom-tomcat,413902,1808,2384,3864,5176,100,101,127,442,60001,56.5,100,44.5,50.1,34.4,76.5,4783,57537,22,24,5773,10006,8.26,110,14.1,192
10k-vus-smooth-spike-get-post-movies,loom-netty,423477,0,2344,4176,5281,101,102,167,670,1302,61.0,100,43.9,48.3,27.3,63.1,4816,96362,18,20,5932,10006,7.77,60.8,9.84,99.4
10k-vus-smooth-spike-get-post-movies,webflux-netty,389709,0,2226,3459,6593,101,108,823,2472,4026,68.7,100,44.3,49.5,28.5,64.3,4617,92259,22,24,5928,10006,8.46,85.8,18.8,229
10k-vus-smooth-spike-get-post-movies-call-depth-1,platform-tomcat,304411,5447,1862,2562,3337,11.6,190,718,17261,60003,77.5,100,48.3,56.6,45.3,86.7,5449,122482,1897,4005,5753,9882,9.85,139,27.5,387
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-tomcat,279847,6902,1735,2249,2557,16.0,296,1314,20601,60009,79.9,100,48.6,54.6,51.6,86.5,9734,261044,22,24,5741,9933,9.12,26.6,24.8,77.2
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,320215,0,2022,2583,3611,101,598,1983,2712,4565,81.0,100,45.8,51.0,31.2,66.0,6153,177159,18,20,5959,10006,8.94,103,18.9,258
10k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,276076,0,1729,2149,2539,101,1069,3050,4408,6833,82.9,100,44.8,51.4,33.8,79.5,5310,142725,22,24,5939,10006,9.99,225,29.4,717
